,originalLocation,col_1_label,col_1_qty,col_2_label,col_2_qty,col_3_label,col_3_qty,col_4_label,col_4_qty,col_5_label,col_5_qty,col_6_label,col_6_qty,col_7_label,col_7_qty,col_8_label,col_8_qty,col_9_label,col_9_qty,col_10_label,col_10_qty,col_11_label,col_11_qty,col_12_label,col_12_qty,col_13_label,col_13_qty,col_14_label,col_14_qty,col_15_label,col_15_qty,col_16_label,col_16_qty,col_17_label,col_17_qty,col_18_label,col_18_qty
28,A-20-22,70EPUK,4.0,JGP0ID,13.0,TAHFOD,7.0,KUFVRI,15.0,WRRW1W,12.0,122OKQ,6.0,9S4AF8,15.0,6N3PKW,8.0,HCMI82,7.0,ZRCYSH,9.0,O7TSVL,8.0,8E9F1P,8.0,4E0KXI,16.0,CVU3QV,12.0,MLV9BR,16.0,W518XY,13.0,ODZZLY,9.0,I2B1FH,13.0
29,A-20-23,TNAHD4,16.0,DSQXYR,8.0,QTMT7N,8.0,2LPO6D,9.0,32ZKOX,6.0,XLTRGL,10.0,TNZ1OO,6.0,5P2MVG,15.0,ZRCYSH,5.0,D8AMD3,9.0,ZX6MUV,9.0,VWXLZJ,6.0,NJVZEL,7.0,ETU70R,13.0,SSQFQA,12.0,QOMHJ2,6.0,IPGA7X,16.0,122OKQ,9.0
30,A-20-30,SMMRK3,15.0,W518XY,14.0,JEGRCL,4.0,HCMI82,10.0,JHSQHS,14.0,4ILN0A,10.0,ZRCYSH,10.0,9FWH2G,8.0,QVFB0Q,4.0,ZX6MUV,16.0,EUMBM7,11.0,F0P5OQ,14.0,APQKWK,12.0,AB9XBU,6.0,IYLV38,16.0,TQBVRI,14.0,E5CISL,9.0,YKQY4X,9.0
31,A-20-40,9S4AF8,13.0,HOUGRO,8.0,IPGA7X,6.0,W25EZN,14.0,5X8RAN,14.0,70EPUK,8.0,E2ES5Z,16.0,WH1BJI,7.0,JHSQHS,11.0,BLJLMQ,6.0,N6JU7C,8.0,122OKQ,16.0,AKP0A7,12.0,V7JUQL,9.0,TNZ1OO,11.0,QTMT7N,9.0,TNZ1OO,11.0,6WT73N,15.0
32,A-22-11,JCNON3,10.0,B24J86,9.0,A7MDBC,12.0,UCRNWD,5.0,O7AXAK,5.0,ADT9MG,13.0,Y813MQ,9.0,AHR20O,13.0,UDF17E,9.0,8BSFSA,7.0,QOMHJ2,13.0,VWXLZJ,8.0,XSFSKX,4.0,WGHG3L,16.0,8E9F1P,8.0,1A6YTA,11.0,7BU1V7,5.0,HGXJD0,6.0
33,A-22-12,H51IVV,11.0,CD1NU9,6.0,JGP0ID,15.0,JCIIEB,11.0,ADT9MG,5.0,KTDZY0,13.0,QTMT7N,8.0,D8AMD3,15.0,RAUDQ6,6.0,RN2DSQ,12.0,7GC57K,11.0,J2URNJ,16.0,PY5UPB,8.0,0LNUOV,11.0,122OKQ,4.0,066BOU,13.0,YXGRMP,15.0,SVFO5S,4.0
34,A-22-13,XLTRGL,5.0,8N10W9,16.0,D8AMD3,14.0,9VBE59,16.0,1D2ILZ,9.0,PC1PMV,5.0,066BOU,15.0,5IXVJ1,7.0,UHYJ3A,6.0,V7JUQL,10.0,EAJXUV,14.0,EQQBND,7.0,8N10W9,15.0,RN2DSQ,10.0,BLJLMQ,12.0,B24J86,10.0,VWXLZJ,10.0,I2B1FH,6.0
35,A-22-21,VWXLZJ,7.0,WRRW1W,13.0,X0HH8Y,12.0,YXGRMP,12.0,HLOISD,13.0,I2B1FH,5.0,IAKTYD,15.0,YXGRMP,15.0,HCMI82,15.0,1A6YTA,14.0,9S4AF8,6.0,O9YFO8,12.0,WGHG3L,14.0,1A6YTA,16.0,HXQR4L,5.0,DF3KQM,14.0,JUUL5B,16.0,7GC57K,5.0
36,A-22-22,TB6WIP,13.0,3LQL9L,9.0,HI2X6U,7.0,8BSFSA,9.0,KUFVRI,16.0,K3YA1X,8.0,N6JU7C,7.0,1JT1XB,4.0,4ILN0A,15.0,QOMHJ2,10.0,V7JUQL,8.0,O7TSVL,15.0,9FWH2G,7.0,9VBE59,14.0,IYV9SV,5.0,TQBVRI,9.0,Y813MQ,14.0,QTMT7N,6.0
37,A-22-23,8N10W9,5.0,YE890X,6.0,IAKTYD,9.0,ZX6MUV,13.0,HOUGRO,5.0,PP9DNA,12.0,JCNON3,11.0,IYXV3Z,14.0,CD1NU9,8.0,PP9DNA,14.0,SVJZKL,5.0,QM2UH1,14.0,JCIIEB,13.0,EO69NY,14.0,YMN5EM,12.0,8E9F1P,14.0,TBCCF7,7.0,6MKIC6,9.0
38,A-22-30,FQ53YY,8.0,B24J86,5.0,UU4A1K,13.0,2OAVPY,15.0,2LPO6D,12.0,IYXV3Z,15.0,9FWH2G,9.0,UMKYTJ,10.0,KUFVRI,4.0,XUZJ74,5.0,RBKNR4,15.0,UDF17E,16.0,HLOISD,16.0,YF0X2Z,16.0,IA7X1P,13.0,8BSFSA,16.0,4SD17H,5.0,9S4AF8,9.0
39,A-22-40,A7MDBC,8.0,5P2MVG,9.0,XUZJ74,10.0,D8AMD3,9.0,QM2UH1,15.0,DSQXYR,14.0,TBCCF7,9.0,V6K6JX,16.0,PC1PMV,9.0,8N10W9,15.0,Z26SRT,6.0,J2URNJ,4.0,IAKTYD,8.0,EO69NY,5.0,IYXV3Z,4.0,D05ZS7,9.0,S90CD9,7.0,1JT1XB,11.0
40,A-24-11,ADT9MG,11.0,SVFO5S,12.0,122OKQ,5.0,F29V5I,6.0,FQ53YY,10.0,CU53FM,6.0,02MRUH,12.0,EBKM6C,12.0,ETU70R,16.0,JGP0ID,5.0,AHR20O,8.0,XFQ9CP,7.0,ETU70R,11.0,W518XY,12.0,T3NVTG,11.0,TOENMT,9.0,F7LULH,15.0,F73ZE1,14.0
41,A-24-12,SY1DDY,16.0,CU53FM,16.0,TOENMT,10.0,HCMI82,10.0,5X8RAN,9.0,37VA62,7.0,JU0ODD,14.0,1D2ILZ,7.0,ODZZLY,12.0,D05ZS7,15.0,2LPO6D,7.0,APQKWK,15.0,VHQ356,13.0,DNLEH7,6.0,AKP0A7,14.0,VHQ356,15.0,9VBE59,7.0,DSQXYR,14.0
42,A-24-13,TAHFOD,11.0,9S4AF8,8.0,YKQY4X,5.0,4ILN0A,11.0,TNAHD4,13.0,UMKYTJ,7.0,EA91CP,8.0,JUUL5B,15.0,LXJQVG,8.0,Q50W5L,12.0,DSQXYR,14.0,56TC1Z,11.0,7GC57K,9.0,UNPPMJ,8.0,ZGYCSW,12.0,V7JUQL,8.0,W518XY,10.0,WGHG3L,14.0
43,A-24-21,ZX6MUV,5.0,6WT73N,6.0,M67GNC,7.0,8BSFSA,8.0,YXGRMP,6.0,32ZKOX,5.0,IJBSQT,13.0,FJ25W1,16.0,E5CISL,13.0,UNPPMJ,4.0,YKQY4X,8.0,SMMRK3,12.0,C5O9C9,12.0,F29V5I,13.0,AKP0A7,8.0,KTDZY0,13.0,9KHDG3,13.0,B24J86,6.0
44,A-24-22,8E9F1P,6.0,T3NVTG,6.0,8E9F1P,10.0,TB6WIP,15.0,TBCCF7,14.0,DNLEH7,10.0,1JT1XB,7.0,Z8KPP8,12.0,NM6C73,6.0,JCNON3,15.0,5P2MVG,4.0,2Z7ZEP,16.0,APQKWK,12.0,WRRW1W,9.0,C5O9C9,5.0,JHSQHS,13.0,7BU1V7,15.0,I2B1FH,15.0
45,A-24-23,I1X92B,11.0,EAJXUV,5.0,WH1BJI,7.0,APQKWK,11.0,D05ZS7,8.0,Z8KPP8,5.0,TAHFOD,11.0,J2URNJ,7.0,SY1DDY,13.0,O9YFO8,12.0,XSFSKX,9.0,ZRCYSH,16.0,XUZJ74,5.0,02MRUH,13.0,ZRCYSH,7.0,8N10W9,6.0,HCMI82,13.0,SSQFQA,12.0
46,A-24-30,I1X92B,6.0,Z26SRT,12.0,ODZZLY,8.0,6M2FJM,13.0,9KZ6W1,12.0,N6JU7C,16.0,5MNTT7,5.0,YKQY4X,11.0,WGHG3L,5.0,4ILN0A,13.0,CD1NU9,5.0,ETU70R,4.0,8D9SAW,7.0,CVU3QV,14.0,X31OGS,5.0,EA91CP,7.0,X0HH8Y,4.0,ULG3QT,7.0
47,A-24-40,SY1DDY,15.0,6MKIC6,9.0,HI2X6U,16.0,A19092,16.0,RUUOCB,12.0,ASG1IT,10.0,U8203G,12.0,AB9XBU,13.0,RN2DSQ,4.0,VHQ356,5.0,UHYJ3A,8.0,E5CISL,7.0,B24J86,16.0,QP56BU,9.0,XSFSKX,15.0,QXS5D1,6.0,M8W7TS,12.0,4SD17H,4.0
48,B-13-11,JGP0ID,7.0,37VA62,7.0,O7TSVL,8.0,Z26SRT,13.0,4SD17H,8.0,Z8KPP8,13.0,O7AXAK,6.0,37VA62,6.0,SSQFQA,6.0,IYV9SV,6.0,PZUF7K,8.0,G8ASPE,9.0,Z26SRT,11.0,J3FI7N,12.0,IYLV38,15.0,IYXV3Z,12.0,APQKWK,5.0,7BU1V7,15.0
49,B-13-12,XPZSZ1,16.0,ULG3QT,7.0,9FWH2G,4.0,SVJZKL,15.0,0LNUOV,8.0,ZX6MUV,12.0,ZGYCSW,7.0,7GC57K,10.0,UMKYTJ,15.0,F7LULH,8.0,9S4AF8,15.0,N6JU7C,10.0,Q164T6,16.0,70EPUK,7.0,XUZJ74,8.0,ADT9MG,10.0,GPBMZJ,5.0,QVFB0Q,16.0
50,B-13-13,05W6TK,8.0,37VA62,12.0,HXQR4L,14.0,1JT1XB,5.0,84ABYS,14.0,IYLV38,8.0,5MNTT7,5.0,WRRW1W,5.0,122OKQ,4.0,QM2UH1,9.0,DNLEH7,8.0,EAJXUV,10.0,FJ25W1,8.0,LXJQVG,7.0,5IXVJ1,9.0,DGAONE,7.0,XLTRGL,4.0,HCMI82,9.0
51,B-13-21,J3FI7N,7.0,2OAVPY,9.0,ETU70R,9.0,8E9F1P,6.0,4E1WTK,6.0,O9YFO8,4.0,05W6TK,12.0,D05ZS7,11.0,CU53FM,10.0,F29V5I,10.0,7GC57K,12.0,ETU70R,16.0,UDF17E,13.0,63KAC1,10.0,KUFVRI,6.0,QVFB0Q,6.0,9KZ6W1,10.0,K3YA1X,8.0
52,B-13-22,EBKM6C,7.0,AHSNWF,4.0,YE890X,7.0,XLTRGL,6.0,6NDM0O,14.0,D05ZS7,15.0,HLOISD,4.0,9KZ6W1,9.0,FQ53YY,9.0,TQBVRI,11.0,ZX6MUV,12.0,ZVUW6Z,6.0,O7TSVL,11.0,EAJXUV,16.0,XLTRGL,9.0,ZRCYSH,13.0,W25EZN,12.0,9KZ6W1,6.0
53,B-13-23,0LNUOV,6.0,JCNON3,9.0,QP56BU,12.0,M8W7TS,16.0,U8203G,9.0,ETU70R,10.0,HOUGRO,16.0,IYLV38,7.0,F0P5OQ,6.0,X0HH8Y,12.0,W25EZN,10.0,ASG1IT,12.0,CU53FM,6.0,TLFT43,7.0,CVU3QV,12.0,JWTWL1,8.0,QTMT7N,10.0,X31OGS,7.0
54,B-13-30,W25EZN,12.0,J2URNJ,9.0,H1I7JZ,15.0,SVFO5S,9.0,ASG1IT,14.0,E5CISL,13.0,U8203G,12.0,DF3KQM,11.0,SMMRK3,15.0,PC1PMV,9.0,JUUL5B,11.0,U95NWB,13.0,TOENMT,6.0,066BOU,4.0,VWXLZJ,4.0,X0HH8Y,11.0,I2B1FH,10.0,6M2FJM,7.0
55,B-13-40,I2B1FH,11.0,JCIIEB,16.0,YE890X,6.0,NISP6K,9.0,8E9F1P,15.0,F7LULH,15.0,U8203G,6.0,VWXLZJ,4.0,1JT1XB,4.0,0LNUOV,9.0,5HQR89,11.0,EA91CP,13.0,W25EZN,4.0,VWXLZJ,5.0,CU53FM,12.0,4SD17H,11.0,B24J86,8.0,EBKM6C,8.0
56,B-14-11,37VA62,4.0,7GC57K,13.0,3LQL9L,4.0,LXJQVG,12.0,CD1NU9,15.0,HXQR4L,15.0,XLTRGL,11.0,SMMRK3,5.0,I2B1FH,6.0,T3NVTG,15.0,UHYJ3A,9.0,PC1PMV,7.0,AB9XBU,10.0,RAUDQ6,5.0,EQQBND,9.0,EQQBND,13.0,2OAVPY,11.0,AHSNWF,10.0
57,B-14-12,8D9SAW,10.0,SMMRK3,16.0,K3YA1X,11.0,JU0ODD,12.0,800OVF,9.0,JCIIEB,7.0,9VBE59,13.0,ODZZLY,8.0,D8AMD3,6.0,6N3PKW,9.0,G8ASPE,13.0,RN2DSQ,5.0,NJVZEL,11.0,YE890X,5.0,9KZ6W1,7.0,FQ53YY,9.0,2OAVPY,6.0,J3FI7N,10.0
58,B-14-13,EYEOXS,13.0,TBCCF7,12.0,CD1NU9,15.0,2Z7ZEP,14.0,SMMRK3,13.0,2Z7ZEP,8.0,TLFT43,12.0,122OKQ,16.0,1D2ILZ,4.0,5HQR89,10.0,122OKQ,4.0,X0HH8Y,16.0,ZGYCSW,11.0,TQBVRI,12.0,V6K6JX,7.0,SVJZKL,8.0,JCIIEB,6.0,0SJH1Z,8.0
59,B-14-21,TB6WIP,5.0,9KZ6W1,16.0,UHYJ3A,4.0,QM2UH1,16.0,G8ASPE,9.0,WH1BJI,11.0,TNAHD4,12.0,M67GNC,4.0,8D9SAW,4.0,ZGYCSW,10.0,EAJXUV,9.0,T3NVTG,14.0,1ENECA,11.0,N6JU7C,5.0,HA0BOB,10.0,PC1PMV,13.0,QP56BU,4.0,CD1NU9,6.0
60,B-14-22,066BOU,6.0,2T1DJM,7.0,70EPUK,15.0,F29V5I,13.0,JHSQHS,8.0,DF3KQM,10.0,NISP6K,14.0,5HQR89,14.0,UHYJ3A,13.0,M67GNC,9.0,EYEOXS,4.0,JUUL5B,14.0,TLFT43,6.0,W518XY,14.0,Y813MQ,13.0,LXJQVG,4.0,X0HH8Y,7.0,HI2X6U,8.0
61,B-14-23,W25EZN,7.0,JU0ODD,8.0,HLOISD,15.0,GPBMZJ,11.0,AKP0A7,10.0,HCMI82,7.0,TNZ1OO,14.0,YMN5EM,10.0,LXJQVG,5.0,37VA62,9.0,J3FI7N,6.0,QOMHJ2,12.0,RN2DSQ,8.0,84ABYS,13.0,XLTRGL,7.0,9S4AF8,7.0,N6JU7C,8.0,M67GNC,6.0
62,B-14-30,4SD17H,14.0,ZX6MUV,7.0,UDF17E,8.0,9KHDG3,14.0,XFQ9CP,12.0,N6JU7C,4.0,TNZ1OO,11.0,SMMRK3,4.0,XLTRGL,11.0,V6K6JX,10.0,32ZKOX,4.0,PC1PMV,5.0,YE890X,13.0,D05ZS7,16.0,05W6TK,16.0,V7JUQL,12.0,TQBVRI,10.0,KUFVRI,8.0
63,B-14-40,9VBE59,4.0,JU0ODD,15.0,ZX6MUV,7.0,PP9DNA,13.0,ETU70R,11.0,SVFO5S,8.0,XPZSZ1,13.0,H1I7JZ,4.0,56TC1Z,10.0,I1X92B,12.0,HI2X6U,10.0,UDF17E,12.0,PY5UPB,6.0,ULG3QT,9.0,02MRUH,7.0,8BSFSA,7.0,HGXJD0,11.0,DSQXYR,13.0
64,B-15-11,ZRCYSH,15.0,VHQ356,12.0,SY1DDY,15.0,F0P5OQ,15.0,QXS5D1,16.0,M8W7TS,12.0,JUUL5B,5.0,XUZJ74,13.0,S90CD9,16.0,BLJLMQ,5.0,BLJLMQ,14.0,DGAONE,7.0,UNPPMJ,6.0,O9YFO8,15.0,TOENMT,9.0,TB6WIP,7.0,NISP6K,9.0,ULG3QT,12.0
65,B-15-12,F0P5OQ,4.0,KZ5VR3,13.0,QTMT7N,10.0,A7MDBC,5.0,NISP6K,10.0,EA91CP,11.0,CU53FM,13.0,EQQBND,4.0,4E0KXI,5.0,9KHDG3,13.0,8BSFSA,6.0,5HQR89,8.0,IAKTYD,16.0,JUUL5B,7.0,PY5UPB,15.0,9KHDG3,9.0,M8W7TS,14.0,DSQXYR,9.0
